,X,dataCard,monthYear,day,inches,maxTemp,minTemp,date,sawAvalanche
52808,383418,WA974,315,25,3.3,42,32,3/25/15,NA
52809,383419,WA974,315,26,3,51,37,3/26/15,NA
52810,383420,WA974,315,27,2.5,53,33,3/27/15,NA
52811,383421,WA974,315,28,1.8,40,32,3/28/15,NA
52812,383422,WA974,315,29,1.9,43,35,3/29/15,NA
52813,383423,WA974,315,30,1,48,34,3/30/15,NA
52814,383424,WA974,315,31,0.7,37,27,3/31/15,NA
52815,383425,WA974,415,1,0.8,37,24,4/1/15,NA
52816,383426,WA974,415,2,1.1,39,23,4/2/15,NA
52817,383427,WA974,415,3,1.2,35,24,4/3/15,NA
52818,383428,WA974,415,4,1.3,35,22,4/4/15,NA
52819,383429,WA974,415,5,1.3,40,22,4/5/15,NA
52820,383430,WA974,415,6,1.3,34,26,4/6/15,NA
52821,383431,WA974,415,7,1.5,37,26,4/7/15,NA
52822,383432,WA974,415,8,1.6,43,28,4/8/15,NA
52823,383433,WA974,415,9,1.6,44,28,4/9/15,NA
52824,383434,WA974,415,10,1.6,36,26,4/10/15,NA
52825,383435,WA974,415,11,2.1,35,24,4/11/15,NA
52826,383436,WA974,415,12,2.7,35,22,4/12/15,NA
52827,383437,WA974,415,13,2.8,34,25,4/13/15,NA
52828,383438,WA974,415,14,3.2,35,22,4/14/15,NA
52829,383439,WA974,415,15,3.3,40,21,4/15/15,NA
52830,383440,WA974,415,16,3.4,49,29,4/16/15,NA
52831,383441,WA974,415,17,3.2,53,33,4/17/15,NA
52832,383442,WA974,415,18,3,53,31,4/18/15,NA
52833,383443,WA974,415,19,2.7,54,35,4/19/15,NA
52834,383444,WA974,415,20,2.4,55,38,4/20/15,NA
52835,383445,WA974,415,21,1.9,49,26,4/21/15,NA
52836,383446,WA974,415,22,1.8,40,24,4/22/15,NA
52837,383447,WA974,415,23,1.4,35,27,4/23/15,NA
52838,383448,WA974,415,24,1.6,35,26,4/24/15,NA
52839,383449,WA974,415,25,1.8,36,24,4/25/15,NA
52840,383450,WA974,415,26,1.8,41,28,4/26/15,NA
52841,383451,WA974,415,27,1.6,59,39,4/27/15,NA
52842,383452,WA974,415,28,0.8,51,31,4/28/15,NA
52843,383453,WA974,415,29,0.5,42,29,4/29/15,NA
52844,383454,WA974,415,30,0.3,46,29,4/30/15,NA
52845,383455,WA974,515,1,0.2,50,31,5/1/15,NA
53030,383640,WA974,1115,2,1.1,37,29,11/2/15,NA
53031,383641,WA974,1115,3,1.1,33,24,11/3/15,NA
53032,383642,WA974,1115,4,1.1,35,25,11/4/15,NA
53033,383643,WA974,1115,5,1.2,37,27,11/5/15,NA
53034,383644,WA974,1115,6,1.2,44,29,11/6/15,NA
53035,383645,WA974,1115,7,0.7,41,33,11/7/15,NA
53038,383648,WA974,1115,10,0.4,34,24,11/10/15,NA
53039,383649,WA974,1115,11,0.9,32,24,11/11/15,NA
53040,383650,WA974,1115,12,1.4,41,25,11/12/15,NA
53041,383651,WA974,1115,13,2.3,42,33,11/13/15,NA
53042,383652,WA974,1115,14,1.5,35,29,11/14/15,NA
53043,383653,WA974,1115,15,3.3,30,22,11/15/15,NA
53044,383654,WA974,1115,16,3.7,37,18,11/16/15,NA
53045,383655,WA974,1115,17,4.3,41,26,11/17/15,NA
53046,383656,WA974,1115,18,4.4,29,23,11/18/15,NA
53047,383657,WA974,1115,19,4.5,30,19,11/19/15,No
53048,383658,WA974,1115,20,4.4,27,17,11/20/15,NA
53049,383659,WA974,1115,21,4.4,38,24,11/21/15,NA
53050,383660,WA974,1115,22,4.4,44,34,11/22/15,NA
53051,383661,WA974,1115,23,4.4,38,28,11/23/15,NA
53052,383662,WA974,1115,24,4.6,28,18,11/24/15,NA
53053,383663,WA974,1115,25,5.4,26,17,11/25/15,NA
53054,383664,WA974,1115,26,5.4,33,22,11/26/15,NA
53055,383665,WA974,1115,27,5.4,37,24,11/27/15,NA
53056,383666,WA974,1115,28,5.4,44,30,11/28/15,NA
53057,383667,WA974,1115,29,5.5,44,31,11/29/15,NA
53058,383668,WA974,1115,30,5.4,37,28,11/30/15,NA
53059,383669,WA974,1215,1,5.4,36,33,12/1/15,NA
53060,383670,WA974,1215,2,5.7,42,33,12/2/15,NA
53061,383671,WA974,1215,3,5.6,41,31,12/3/15,NA
53062,383672,WA974,1215,4,5.2,33,30,12/4/15,NA
53063,383673,WA974,1215,5,5.4,34,30,12/5/15,NA
53064,383674,WA974,1215,6,6.5,35,33,12/6/15,NA
53065,383675,WA974,1215,7,8,37,33,12/7/15,No
53066,383676,WA974,1215,8,8.4,43,34,12/8/15,NA
53067,383677,WA974,1215,9,7.8,37,29,12/9/15,NA
53068,383678,WA974,1215,10,8.8,33,28,12/10/15,NA
53069,383679,WA974,1215,11,10.9,31,24,12/11/15,NA
53070,383680,WA974,1215,12,10.9,31,26,12/12/15,NA
53071,383681,WA974,1215,13,13,30,26,12/13/15,NA
53072,383682,WA974,1215,14,14.8,29,18,12/14/15,NA
53073,383683,WA974,1215,15,14.7,32,21,12/15/15,NA
53074,383684,WA974,1215,16,14.9,28,19,12/16/15,NA
53075,383685,WA974,1215,17,14.9,37,27,12/17/15,NA
53076,383686,WA974,1215,18,15.4,34,22,12/18/15,NA
53077,383687,WA974,1215,19,16.4,28,23,12/19/15,NA
53078,383688,WA974,1215,20,17,30,23,12/20/15,NA
53079,383689,WA974,1215,21,18.4,27,24,12/21/15,NA
53080,383690,WA974,1215,22,19.1,27,19,12/22/15,NA
53081,383691,WA974,1215,23,19.9,26,24,12/23/15,NA
53082,383692,WA974,1215,24,22.3,27,17,12/24/15,NA
53083,383693,WA974,1215,25,23,24,10,12/25/15,NA
53084,383694,WA974,1215,26,22.9,27,11,12/26/15,NA
53085,383695,WA974,1215,27,23.1,31,23,12/27/15,NA
53086,383696,WA974,1215,28,23.1,27,20,12/28/15,NA
53087,383697,WA974,1215,29,23.2,24,16,12/29/15,NA
53088,383698,WA974,1215,30,23.2,20,13,12/30/15,NA
53089,383699,WA974,1215,31,23.1,30,18,12/31/15,NA
53090,383700,WA974,116,1,23.2,35,21,1/1/16,NA
53091,383701,WA974,116,2,23.2,32,21,1/2/16,NA
53092,383702,WA974,116,3,23.3,23,14,1/3/16,NA
53093,383703,WA974,116,4,23.3,33,14,1/4/16,NA
53094,383704,WA974,116,5,23.4,35,29,1/5/16,NA
53095,383705,WA974,116,6,23.5,35,27,1/6/16,NA
53096,383706,WA974,116,7,23.4,35,25,1/7/16,No
53097,383707,WA974,116,8,23.3,34,25,1/8/16,NA
53098,383708,WA974,116,9,23.2,35,24,1/9/16,NA
53099,383709,WA974,116,10,23.1,36,25,1/10/16,NA
53100,383710,WA974,116,11,23.3,35,26,1/11/16,NA
53101,383711,WA974,116,12,24,36,32,1/12/16,NA
53102,383712,WA974,116,13,24.8,36,25,1/13/16,NA
53103,383713,WA974,116,14,24.9,31,20,1/14/16,NA
53104,383714,WA974,116,15,25.2,34,22,1/15/16,NA
53105,383715,WA974,116,16,25.3,35,31,1/16/16,NA
53106,383716,WA974,116,17,25.9,34,30,1/17/16,NA
53107,383717,WA974,116,18,26.6,33,29,1/18/16,NA
53108,383718,WA974,116,19,27.3,34,27,1/19/16,No
53109,383719,WA974,116,20,27.5,35,24,1/20/16,NA
53110,383720,WA974,116,21,28.4,40,34,1/21/16,NA
53111,383721,WA974,116,22,29.5,37,29,1/22/16,NA
53112,383722,WA974,116,23,28.6,33,25,1/23/16,NA
53113,383723,WA974,116,24,28.3,31,21,1/24/16,NA
53114,383724,WA974,116,25,28,40,26,1/25/16,NA
53115,383725,WA974,116,26,27.8,41,37,1/26/16,NA
53116,383726,WA974,116,27,27.7,40,38,1/27/16,NA
53117,383727,WA974,116,28,27.4,40,28,1/28/16,NA
53118,383728,WA974,116,29,25.9,30,25,1/29/16,NA
53119,383729,WA974,116,30,26.5,30,21,1/30/16,NA
53120,383730,WA974,116,31,26.5,31,20,1/31/16,NA
53121,383731,WA974,216,1,26.6,30,17,2/1/16,NA
53122,383732,WA974,216,2,26.6,33,19,2/2/16,NA
53123,383733,WA974,216,3,26.7,33,27,2/3/16,NA
53124,383734,WA974,216,4,27.5,34,26,2/4/16,NA
53125,383735,WA974,216,5,27.9,35,28,2/5/16,NA
53126,383736,WA974,216,6,28.4,33,21,2/6/16,NA
53127,383737,WA974,216,7,28.7,44,25,2/7/16,NA
53128,383738,WA974,216,8,28.7,54,38,2/8/16,NA
53129,383739,WA974,216,9,28.9,56,40,2/9/16,NA
53130,383740,WA974,216,10,28.9,44,31,2/10/16,NA
53131,383741,WA974,216,11,28.8,42,32,2/11/16,NA
53132,383742,WA974,216,12,28.9,40,30,2/12/16,NA
53133,383743,WA974,216,13,29.1,35,27,2/13/16,NA
53134,383744,WA974,216,14,29.9,39,34,2/14/16,NA
53135,383745,WA974,216,15,30,38,34,2/15/16,NA
53136,383746,WA974,216,16,30.7,38,30,2/16/16,NA
53137,383747,WA974,216,17,30.6,41,32,2/17/16,NA
53138,383748,WA974,216,18,30.6,34,29,2/18/16,NA
53139,383749,WA974,216,19,30.3,34,25,2/19/16,NA
53140,383750,WA974,216,20,30.9,35,23,2/20/16,Yes
53141,383751,WA974,216,21,31,31,22,2/21/16,NA
53142,383752,WA974,216,22,31.1,33,22,2/22/16,NA
53143,383753,WA974,216,23,31.2,39,21,2/23/16,NA
53144,383754,WA974,216,24,31.1,42,30,2/24/16,NA
53145,383755,WA974,216,25,30.9,48,29,2/25/16,NA
53146,383756,WA974,216,26,30.9,46,34,2/26/16,NA
53147,383757,WA974,216,27,30.8,41,31,2/27/16,NA
53148,383758,WA974,216,28,31,33,26,2/28/16,NA
53149,383759,WA974,216,29,32.3,34,25,2/29/16,NA
