$ Get data for 711:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:32:43 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA711           Rainy Pass
WA711       0115  24     34.00
WA711       0115  25     34.00
WA711       0115  26     33.00
WA711       0115  27     33.00
WA711       0115  28     27.00
WA711       0115  29     26.00
WA711       0115  30     28.00
WA711       0115  31     29.00
WA711       0215   1     26.00
WA711       0215   2     24.00
WA711       0215   3     28.00
WA711       0215   4     26.00
WA711       0215   5     28.00
WA711       0215   6     33.00
WA711       0215   7     34.00
WA711       0215   8     34.00
WA711       0215   9     34.00
WA711       0215  10     33.00
WA711       0215  11     34.00
WA711       0215  12     33.00
WA711       0215  13     35.00
WA711       0215  14     31.00
WA711       0215  15     27.00
WA711       0215  16     26.00
WA711       0215  17     26.00
WA711       0215  18     30.00
WA711       0215  19     32.00
WA711       0215  20     31.00
WA711       0215  21     22.00
WA711       0215  22     20.00
WA711       0215  23     22.00
WA711       0215  24     28.00
WA711       0215  25     24.00
WA711       0215  26     30.00
WA711       0215  27     26.00
WA711       0215  28     18.00
WA711       0315   1     20.00
WA711       0315   2     20.00
WA711       0315   3     12.00
WA711       0315   4     20.00
WA711       0315   5     27.00
WA711       0315   6     32.00
WA711       0315   7     33.00
WA711       0315   8     31.00
WA711       0315   9     32.00
WA711       0315  10     32.00
WA711       0315  11     35.00
WA711       0315  12     32.00
WA711       0315  13     31.00
WA711       0315  14     33.00
WA711       0315  15     30.00
WA711       0315  16     28.00
WA711       0315  17     28.00
WA711       0315  18     33.00
WA711       0315  19     32.00
WA711       0315  20     34.00
WA711       0315  21     31.00
WA711       0315  22     26.00
WA711       0315  23     30.00
WA711       0315  24     30.00
WA711       0315  25     30.00
WA711       0315  26     35.00
WA711       0315  27     35.00
WA711       0315  28     33.00
WA711       0315  29     34.00
WA711       0315  30     35.00
WA711       0315  31     29.00
WA711       0415   1     28.00
WA711       0415   2     28.00
WA711       0415   3     26.00
WA711       0415   4     23.00
WA711       0415   5     25.00
WA711       0415   6     29.00
WA711       0415   7     27.00
WA711       0415   8     31.00
WA711       0415   9     29.00
WA711       0415  10     31.00
WA711       0415  11     26.00
WA711       0415  12     25.00
WA711       0415  13     26.00
WA711       0415  14     26.00
WA711       0415  15     23.00
WA711       0415  16     27.00
WA711       0415  17     34.00
WA711       0415  18     31.00
WA711       0415  19     35.00
WA711       0415  20     36.00
WA711       0415  21     32.00
WA711       0415  22     29.00
WA711       0415  23     30.00
WA711       0415  24     26.00
WA711       0415  25     28.00
WA711       0415  26     28.00
WA711       0415  27     35.00
WA711       0415  28     35.00
WA711       0415  29     31.00
WA711       0415  30     33.00
WA711       0515   1     33.00
WA711       0515   2     31.00
WA711       0515   3     31.00
WA711       0515   4     35.00
WA711       0515   5     31.00
WA711       0515   6     31.00
WA711       0515   7     30.00
WA711       0515   8     34.00
WA711       0515   9     36.00
WA711       0515  10     38.00
WA711       0515  11     37.00
WA711       0515  12     35.00
WA711       0515  13     37.00
WA711       0515  14     36.00
WA711       0515  15     36.00
WA711       0515  16     38.00
WA711       0515  17     40.00
WA711       0515  18     40.00
WA711       0515  19     40.00
WA711       0515  20     41.00
WA711       0515  21     42.00
WA711       0515  22     42.00
WA711       0515  23     41.00
WA711       0515  24     41.00
WA711       0515  25     40.00
WA711       0515  26     41.00
WA711       0515  27     42.00
WA711       0515  28     43.00
WA711       0515  29     46.00
WA711       0515  30     46.00
WA711       0515  31     43.00
WA711       0615   1     46.00
WA711       0615   2     41.00
WA711       0615   3     40.00
WA711       0615   4     41.00
WA711       0615   5     43.00
WA711       0615   6     47.00
WA711       0615   7     50.00
WA711       0615   8     52.00
WA711       0615   9     50.00
WA711       0615  10     46.00
WA711       0615  11     44.00
WA711       0615  12     37.00
WA711       0615  13     35.00
WA711       0615  14     40.00
WA711       0615  15     45.00
WA711       0615  16     48.00
WA711       0615  17     44.00
WA711       0615  18     47.00
WA711       0615  19     40.00
WA711       0615  20     38.00
WA711       0615  21     39.00
WA711       0615  22     44.00
WA711       0615  23     43.00
WA711       0615  24     49.00
WA711       0615  25     47.00
WA711       0615  26     52.00
WA711       0615  27     57.00
WA711       0615  28     61.00
WA711       0615  29     56.00
WA711       0615  30     53.00
WA711       0715   1     51.00
WA711       0715   2     54.00
WA711       0715   3     55.00
WA711       0715   4     54.00
WA711       0715   5     52.00
WA711       0715   6     55.00
WA711       0715   7     53.00
WA711       0715   8     54.00
WA711       0715   9     58.00
WA711       0715  10     55.00
WA711       0715  11     47.00
WA711       0715  12     47.00
WA711       0715  13     46.00
WA711       0715  14     47.00
WA711       0715  15     45.00
WA711       0715  16     46.00
WA711       0715  17     43.00
WA711       0715  18     49.00
WA711       0715  19     54.00
WA711       0715  20     51.00
WA711       0715  21     46.00
WA711       0715  22     42.00
WA711       0715  23     47.00
WA711       0715  24     44.00
WA711       0715  25     44.00
WA711       0715  26     43.00
WA711       0715  27     42.00
WA711       0715  28     43.00
WA711       0715  29     47.00
WA711       0715  30     50.00
WA711       0715  31     54.00
WA711       0815   1     53.00
WA711       0815   2     55.00
WA711       0815   3     53.00
WA711       0815   4     47.00
WA711       0815   5     44.00
WA711       0815   6     44.00
WA711       0815   7     43.00
WA711       0815   8     47.00
WA711       0815   9     45.00
WA711       0815  10     52.00
WA711       0815  11     52.00
WA711       0815  12     57.00
WA711       0815  13     54.00
WA711       0815  14     47.00
WA711       0815  15     44.00
WA711       0815  16     45.00
WA711       0815  17     48.00
WA711       0815  18     50.00
WA711       0815  19     53.00
WA711       0815  20     49.00
WA711       0815  21     44.00
WA711       0815  22     41.00
WA711       0815  23     46.00
WA711       0815  24     47.00
WA711       0815  25     44.00
WA711       0815  26     50.00
WA711       0815  27     51.00
WA711       0815  28     49.00
WA711       0815  29     44.00
WA711       0815  30     42.00
WA711       0815  31     42.00
WA711       0915   1     43.00
WA711       0915   2     37.00
WA711       0915   3     35.00
WA711       0915   4     33.00
WA711       0915   5     36.00
WA711       0915   6     35.00
WA711       0915   7     40.00
WA711       0915   8     42.00
WA711       0915   9     42.00
WA711       0915  10     43.00
WA711       0915  11     49.00
WA711       0915  12     51.00
WA711       0915  13     42.00
WA711       0915  14     36.00
WA711       0915  15     35.00
WA711       0915  16     37.00
WA711       0915  17     36.00
WA711       0915  18     40.00
WA711       0915  19     43.00
WA711       0915  20     47.00
WA711       0915  21     37.00
WA711       0915  22     34.00
WA711       0915  23     35.00
WA711       0915  24     41.00
WA711       0915  25     42.00
WA711       0915  26     36.00
WA711       0915  27     33.00
WA711       0915  28     36.00
WA711       0915  29     37.00
WA711       0915  30     42.00
WA711       1015   1     46.00
WA711       1015   2     41.00
WA711       1015   3     37.00
WA711       1015   4     36.00
WA711       1015   5     39.00
WA711       1015   6     41.00
WA711       1015   7     44.00
WA711       1015   8     46.00
WA711       1015   9     44.00
WA711       1015  10     38.00
WA711       1015  11     35.00
WA711       1015  12     35.00
WA711       1015  13     36.00
WA711       1015  14     31.00
WA711       1015  15     38.00
WA711       1015  16     42.00
WA711       1015  17     46.00
WA711       1015  18     44.00
WA711       1015  19     43.00
WA711       1015  20     38.00
WA711       1015  21     37.00
WA711       1015  22     33.00
WA711       1015  23     33.00
WA711       1015  24     33.00
WA711       1015  25     35.00
WA711       1015  26     35.00
WA711       1015  27     35.00
WA711       1015  28     35.00
WA711       1015  29     35.00
WA711       1015  30     35.00
WA711       1015  31     34.00
WA711       1115   1     33.00
WA711       1115   2     32.00
WA711       1115   3     29.00
WA711       1115   4     24.00
WA711       1115   5     30.00
WA711       1115   6     29.00
WA711       1115   7     33.00
WA711       1115   8     32.00
WA711       1115   9     26.00
WA711       1115  10     22.00
WA711       1115  11     26.00
WA711       1115  12     26.00
WA711       1115  13     34.00
WA711       1115  14     33.00
WA711       1115  15     24.00
WA711       1115  16     19.00
WA711       1115  17     26.00
WA711       1115  18     25.00
WA711       1115  19     20.00
WA711       1115  20     17.00
WA711       1115  21     17.00
WA711       1115  22     25.00
WA711       1115  23     25.00
WA711       1115  24     13.00
WA711       1115  25     10.00
WA711       1115  26     19.00
WA711       1115  27     20.00
WA711       1115  28     21.00
WA711       1115  29     21.00
WA711       1115  30     15.00
WA711       1215   1     17.00
WA711       1215   2     17.00
WA711       1215   3     22.00
WA711       1215   4     28.00
WA711       1215   5     26.00
WA711       1215   6     28.00
WA711       1215   7     30.00
WA711       1215   8     33.00
WA711       1215   9     27.00
WA711       1215  10     28.00
WA711       1215  11     25.00
WA711       1215  12     24.00
WA711       1215  13     28.00
WA711       1215  14     25.00
WA711       1215  15     23.00
WA711       1215  16     13.00
WA711       1215  17     17.00
WA711       1215  18     18.00
WA711       1215  19     18.00
WA711       1215  20     19.00
WA711       1215  21     21.00
WA711       1215  22     22.00
WA711       1215  23     20.00
WA711       1215  24     17.00
WA711       1215  25     13.00
WA711       1215  26     12.00
WA711       1215  27     15.00
WA711       1215  28     17.00
WA711       1215  29     16.00
WA711       1215  30      7.00
WA711       1215  31      9.00
WA711       0116   1     12.00
WA711       0116   2     12.00
WA711       0116   3     13.00
WA711       0116   4     20.00
WA711       0116   5     23.00
WA711       0116   6     26.00
WA711       0116   7     26.00
WA711       0116   8     26.00
WA711       0116   9     19.00
WA711       0116  10     15.00
WA711       0116  11     13.00
WA711       0116  12     18.00
WA711       0116  13     24.00
WA711       0116  14     20.00
WA711       0116  15     16.00
WA711       0116  16     22.00
WA711       0116  17     24.00
WA711       0116  18     25.00
WA711       0116  19     24.00
WA711       0116  20     28.00
WA711       0116  21     28.00
WA711       0116  22     27.00
WA711       0116  23     26.00
WA711       0116  24     21.00
WA711       0116  25     19.00
WA711       0116  26     24.00
WA711       0116  27     31.00
WA711       0116  28     26.00
WA711       0116  29     24.00
WA711       0116  30     24.00
WA711       0116  31     22.00
WA711       0216   1     20.00
WA711       0216   2     15.00
WA711       0216   3     16.00
WA711       0216   4     20.00
WA711       0216   5     27.00
WA711       0216   6     21.00
WA711       0216   7     21.00
WA711       0216   8     31.00
WA711       0216   9     32.00
WA711       0216  10     33.00
WA711       0216  11     33.00
WA711       0216  12     33.00
WA711       0216  13     30.00
WA711       0216  14     30.00
WA711       0216  15     33.00
